system:index,accuracy,apply_connectivity_filter_in_final,area_flood_ha,area_water_raw_ha,area_with_connectivity_filter_ha,area_without_permanent_water_ha,before_end,before_start,event_end,event_start,exclude_permanent_water_in_final,kappa,min_connected_pixels,n_samples,n_training,n_validation,permanent_water_threshold_occurrence,reference_source,.geo
0,0.859344894026975,False,31103.127183708628,110075.63069739926,30175.94448979436,31103.127183708628,2026-01-25,2026-01-01,2026-02-18,2026-02-03,True,0.7189746100269255,8,1800,1281,519,95,OPERA_DSWx,"{""type"":""MultiPoint"",""coordinates"":[]}"
