system:index,VH_before,VH_event,VV_before,VV_event,VV_minus_VH_event,class,dVH_event_before,dVV_event_before,elevation,random,slope,.geo
294,-14.741945,-18.744574,-8.675578,-11.153535,7.5910373,0,-4.0026274,-2.4779568,11.0,0.912607771068226,0.93846005,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.676370238203,8.80182790109569]}"
295,-15.95341,-21.228767,-10.450201,-11.764042,9.464725,0,-5.2753563,-1.313841,59.0,0.13810082354401665,7.8664784,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-76.07144930015876,8.730411836008189]}"
296,-14.77164,-16.791245,-8.671718,-13.727752,3.0634933,0,-2.0196054,-5.056034,52.0,0.5775405982689786,6.213706,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.99545182712225,9.223047937819334]}"
297,-14.709649,-14.489281,-8.526626,-11.604225,2.8850555,0,0.22036807,-3.077599,110.0,0.5394881334622138,6.684723,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.49580886609498,9.208225735631363]}"
298,-14.362189,-15.751116,-8.516862,-12.023624,3.7274914,0,-1.3889259,-3.5067625,45.0,0.6446417394110188,2.6367452,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.67879568947012,8.687562196955687]}"
299,-16.718182,-17.486017,-11.514312,-12.530371,4.9556465,0,-0.76783586,-1.0160588,33.0,0.9356575880274222,1.8543341,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-76.02159280189014,8.522901005376578]}"
300,-16.004753,-18.152386,-11.569642,-13.005704,5.1466813,0,-2.1476328,-1.4360615,40.0,0.6887447777548156,2.9337132,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-76.10190218829042,8.528290897081297]}"
301,-16.880981,-14.740208,-10.761893,-12.510491,2.2297163,0,2.1407743,-1.7485985,44.0,0.46862002661429236,0.9379899,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.79845128531484,8.61452916435677]}"
302,-16.343735,-19.562513,-10.663271,-14.339037,5.223477,0,-3.2187788,-3.6757658,25.0,0.14841263349385303,2.6369917,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-76.02806067193579,8.756552810776066]}"
303,-16.082228,-15.8116,-10.185815,-11.075545,4.736055,0,0.2706277,-0.88973075,-1.0,0.15097165323163575,2.7802885,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.77096283762079,9.397410934466933]}"
304,-15.481952,-16.584696,-9.139011,-11.580583,5.0041127,0,-1.1027434,-2.4415705,53.0,0.47131712805440584,0.9392401,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.50173774697016,9.104200825730322]}"
305,-15.204675,-17.848772,-8.358764,-11.290652,6.5581207,0,-2.6440978,-2.931888,113.0,0.5706097474797922,6.531609,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-76.03048612320292,9.145702991856643]}"
306,-17.80188,-17.16657,-11.067715,-11.692279,5.474292,0,0.63530874,-0.6245642,6.0,0.8193811963896909,0.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.68822799995338,8.86758457989324]}"
307,-14.756618,-17.422071,-8.796347,-12.151617,5.270455,0,-2.6654544,-3.35527,11.0,0.05033931239603928,0.9385462,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.8830725850789,8.835784218835409]}"
308,-15.144515,-16.438799,-9.246922,-13.762084,2.6767147,0,-1.2942839,-4.5151625,38.0,0.7702127153549381,7.2619157,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.67987366781107,9.301740356708205]}"
309,-14.26891,-16.911499,-10.9822235,-12.67687,4.2346296,0,-2.642589,-1.6946466,19.0,0.616960111506028,0.92740995,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.60225922726315,9.068358045893952]}"
310,-16.800705,-19.611267,-9.370595,-10.84301,8.768257,0,-2.8105621,-1.4724154,39.0,0.5919434388975432,2.0948784,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.83429406515121,9.248380428831505]}"
311,-15.988777,-19.030006,-10.07448,-14.259084,4.7709217,0,-3.041228,-4.184603,25.0,0.008492914834691057,0.92740995,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-76.08923594278433,8.590274651685544]}"
312,-16.252752,-19.305408,-11.354241,-13.663226,5.6421824,0,-3.0526562,-2.308985,57.0,0.37874700239571324,2.078348,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.47963919098083,9.111207684946454]}"
313,-18.125986,-20.996538,-12.028433,-12.352928,8.64361,0,-2.870552,-0.32449475,30.0,0.39910985877354666,0.92740995,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.57099785537578,9.057039273314047]}"
314,-15.470564,-17.985533,-9.694811,-10.1982155,7.787317,0,-2.5149684,-0.5034043,66.0,0.6254069617866682,2.933932,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.53003467841994,8.803714363192341]}"
315,-17.579824,-17.250534,-11.43538,-10.737841,6.5126934,0,0.32929045,0.6975401,36.0,0.26894789688350584,0.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-76.05420164670367,8.695108045342291]}"
316,-13.224839,-15.496781,-5.614683,-7.736916,7.7598653,0,-2.2719424,-2.122233,13.0,0.32399167755422975,3.3529701,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.82378377632702,8.932802269520316]}"
317,-14.559357,-15.274771,-7.0844827,-9.61982,5.654951,0,-0.7154138,-2.5353365,61.0,0.9518274340471751,3.370519,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-76.05851356006745,9.210112197728012]}"
318,-16.349218,-16.798035,-11.574488,-10.524309,6.2737255,0,-0.44881678,1.0501782,37.0,0.4132448580347141,4.7724857,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-76.03210309071433,8.8064093090447]}"
319,-14.684843,-15.950951,-9.754973,-11.319533,4.6314173,0,-1.2661073,-1.5645591,36.0,0.6347625747214628,1.8543341,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.53380760261324,9.044912016978433]}"
320,-13.507552,-25.375883,-9.640987,-12.673084,12.7028,0,-11.868332,-3.032097,9.0,0.12281427181780913,2.9624226,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.90058973311923,8.885371222518806]}"
321,-13.345439,-12.592504,-6.753047,-9.825623,2.7668808,0,0.75293595,-3.0725756,70.0,0.07346955481279904,7.985314,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-76.07899514854537,8.50403638441007]}"
322,-16.933643,-17.42046,-11.839277,-11.975318,5.445142,0,-0.48681524,-0.13604005,5.0,0.5431572273033702,0.9389307,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.65939207933314,8.985623208226544]}"
323,-15.787922,-15.283512,-9.48107,-9.097742,6.185769,0,0.50441074,0.38332707,64.0,0.50440976594141,2.6366122,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.86690290996475,8.650102449607903]}"
324,-16.214016,-20.286352,-11.751075,-14.043767,6.2425857,0,-4.072336,-2.292692,41.0,0.6019612343019056,1.3194036,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.99841626755985,8.872435482427484]}"
325,-16.060104,-16.327065,-10.185117,-10.778996,5.5480685,0,-0.26696026,-0.59388024,5.0,0.4039016845943191,2.0782263,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.7154469530622,9.00799125880112]}"
326,-14.29432,-15.01229,-1.9385437,-7.2780166,7.734273,0,-0.71796954,-5.339473,11.0,0.8837976164597775,1.8771636,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.84237890270829,8.94816346087876]}"
327,-14.747377,-17.913551,-10.0374775,-9.54633,8.367222,0,-3.1661742,0.49114785,104.0,0.8721586770940194,8.2891,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-76.00784857804311,8.97753837066947]}"
328,-14.285558,-18.06552,-8.628718,-9.042932,9.022588,0,-3.7799625,-0.41421375,16.0,0.5573020708145222,1.3191314,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.95341067182547,8.721518514695406]}"
329,-16.733889,-15.352342,-10.394585,-10.991058,4.3612833,0,1.3815461,-0.5964734,51.0,0.9075575297923879,2.0928693,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.53677204305083,8.817728081624606]}"
330,-18.992418,-21.08228,-11.974083,-16.790424,4.291855,0,-2.0898602,-4.8163404,7.0,0.054009758809159036,0.93912804,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.82971265720221,9.06135118667782]}"
331,-15.816537,-19.064785,-9.065428,-11.245749,7.819036,0,-3.2482486,-2.1803217,111.0,0.6951921341556497,5.852458,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-76.09759027492665,8.740922124832387]}"
332,-15.441553,-17.034073,-9.73685,-10.986445,6.0476274,0,-1.5925198,-1.2495956,18.0,0.7532324774557712,2.7802885,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.59094045468323,9.147319959368058]}"
333,-16.704142,-18.279282,-9.938402,-11.082883,7.1963983,0,-1.5751389,-1.1444802,116.0,0.5378919831809007,7.4369774,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.62327980491153,8.728255879326301]}"
334,-15.548706,-15.922304,-7.62683,-9.93615,5.986155,0,-0.37359783,-2.309319,26.0,0.02338147192573936,2.0779343,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-76.01889785603778,8.75493584326465]}"
335,-15.600815,-16.621815,-8.521465,-11.522457,5.0993576,0,-1.0209997,-3.0009913,41.0,0.07143236039930223,2.934168,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.58662854131946,9.090187107298057]}"
336,-15.871064,-16.546703,-9.502582,-11.866638,4.6800656,0,-0.67564017,-2.3640563,3.0,0.6408235500491207,2.9629893,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.70682312633465,8.962716168481496]}"
337,-14.580374,-14.462108,-8.663628,-9.126396,5.3357115,0,0.11826565,-0.46276888,122.0,0.9772586311746562,1.8761461,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-76.11402944462603,8.748467973218991]}"
338,-16.61559,-16.900173,-12.123559,-12.184329,4.7158437,0,-0.2845836,-0.060769908,101.0,0.023214507216514968,10.262352,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.64133594212234,8.669775554330121]}"
339,-14.138424,-15.699331,-9.624123,-10.181615,5.5177164,0,-1.5609077,-0.5574921,12.0,0.3750735071299026,3.352732,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.62058485905918,8.849528442682438]}"
340,-14.581411,-17.66072,-9.367603,-13.320951,4.3397694,0,-3.0793092,-3.9533486,105.0,0.5235898174286971,17.091934,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-76.15014171904764,8.52343999454705]}"
341,-13.200645,-17.644733,-7.277253,-9.369719,8.275016,0,-4.4440885,-2.0924647,43.0,0.5539059259835908,0.92740995,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.53569406470989,9.1589082265332]}"
342,-18.565512,-22.997274,-13.57227,-12.823401,10.173872,0,-4.4317636,0.74886876,68.0,0.3042786085844834,0.92740995,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.97335327113292,9.085605699349047]}"
343,-19.565603,-20.339903,-12.997183,-15.01603,5.3238726,0,-0.7742998,-2.0188472,38.0,0.1588739289956509,7.531829,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.68795850536814,9.289074111202119]}"
344,-14.458823,-17.294146,-7.937345,-8.695431,8.598715,0,-2.835322,-0.75808555,20.0,0.5313831115192963,1.3190453,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-76.04126590661235,8.673009489352951]}"
345,-16.094347,-17.71495,-9.280624,-11.248858,6.4660926,0,-1.6206031,-1.9682336,42.0,0.9373331227636715,4.721062,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.75721861377376,9.380971764767546]}"
346,-16.754242,-18.24855,-10.0229025,-15.482408,2.7661438,0,-1.49431,-5.459505,198.0,0.41298396842595797,19.117094,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.57530976873956,8.752240897412292]}"
347,-14.656081,-15.326157,-8.668284,-10.251948,5.074208,0,-0.6700747,-1.5836642,95.0,0.055849145523857,7.9618735,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.46481698879286,9.15702176443655]}"
348,-18.292938,-19.937397,-11.1543665,-14.205418,5.7319794,0,-1.6444579,-3.051051,102.0,0.23459918645557687,8.340595,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.55887059904016,8.796438009390974]}"
349,-14.438648,-14.984224,-9.342751,-9.830222,5.154002,0,-0.5455754,-0.48747155,85.0,0.15482872944241932,4.9903708,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-76.05905254923792,8.846294507659607]}"
350,-14.167586,-17.627901,-8.385682,-13.989485,3.6384158,0,-3.4603145,-5.6038027,67.0,0.48137833789673035,4.184811,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.70763161009036,9.315215085969998]}"
351,-18.14519,-18.877455,-10.53402,-12.72023,6.157223,0,-0.73226535,-2.1862104,72.0,0.9584713553604944,0.9392066,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.98143810868999,9.091265085639]}"
352,-15.952522,-18.617542,-10.214392,-10.881841,7.7357016,0,-2.66502,-0.66744924,19.0,0.20006636354159668,0.92740995,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.55779262069923,8.930107323667958]}"
353,-14.995217,-15.078487,-8.828587,-11.138486,3.9400008,0,-0.08326979,-2.3098993,66.0,0.6215703653079367,3.7047918,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-76.07630020269302,8.707504796263141]}"
354,-18.771584,-18.976433,-12.47231,-13.08754,5.888893,0,-0.20484997,-0.6152294,35.0,0.10920438323900805,4.1515656,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.76530345133084,9.247571945075796]}"
355,-17.018373,-17.246428,-11.677111,-12.073395,5.1730337,0,-0.22805569,-0.396284,31.0,0.14417742097345665,2.0778954,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.68930597829433,8.720710030939697]}"
356,-16.044075,-34.93396,-9.871351,-32.08612,2.847839,0,-18.889885,-22.214767,16.0,0.6161507712026485,2.092012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-76.01027402931022,8.627195409862855]}"
357,-15.192867,-17.789476,-7.488058,-8.771144,9.0183325,0,-2.5966094,-1.2830856,4.0,0.10132569734737129,1.8778679,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.73700651988106,9.083719237252396]}"
358,-16.380358,-16.807375,-9.507126,-11.9366,4.870774,0,-0.42701614,-2.4294744,13.0,0.5793004898297578,2.0780697,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.9137949677958,8.873243966183193]}"
359,-12.998244,-14.970583,-8.306946,-9.950643,5.0199404,0,-1.9723384,-1.6436971,142.0,0.13343491079930314,2.6374912,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-76.08627150234673,8.895073027587296]}"
360,-14.957248,-17.908926,-8.912385,-11.44429,6.4646354,0,-2.9516776,-2.5319052,12.0,0.5543883179032937,1.8790524,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.85558413738485,9.306860753827685]}"
361,-13.150483,-15.73583,-6.673735,-7.6506968,8.085133,0,-2.5853462,-0.97696185,13.0,0.3525585231086934,1.3191452,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.87337078001042,8.729064363082008]}"
362,-15.270266,-16.264633,-7.59596,-13.480388,2.7842464,0,-0.994368,-5.884427,104.0,0.3228126283329438,16.522943,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.48961049063455,8.833089272983049]}"
363,-17.321152,-16.664085,-12.54908,-10.458622,6.2054634,0,0.65706533,2.0904574,10.0,0.8400684571661594,3.8602276,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.79764280155914,8.702653893728895]}"
364,-15.618892,-20.233986,-10.9646635,-9.68347,10.550516,0,-4.6150947,1.2811939,22.0,0.13320799268284833,1.3200681,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.60172023809267,9.230324291620702]}"
365,-13.425925,-14.569296,-9.14489,-10.111915,4.4573812,0,-1.1433712,-0.9670253,9.0,0.23648756621019007,2.0780795,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.73700651988106,8.881598298325503]}"
366,-14.367524,-16.638348,-9.205397,-10.798629,5.8397183,0,-2.2708237,-1.5932328,86.0,0.9533553055728878,6.7275295,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-76.00811807262833,8.995594507880272]}"
367,-15.048745,-16.64054,-10.533297,-12.82905,3.811489,0,-1.5917943,-2.2957537,40.0,0.08396800676233696,1.3197608,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.51170904662389,9.066741078382536]}"
368,-14.447943,-16.241236,-10.565969,-12.878546,3.36269,0,-1.7932926,-2.3125765,11.0,0.02511802838249866,1.3192323,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.77635272932551,8.777842883009699]}"
369,-14.534556,-15.035264,-8.572487,-11.375799,3.6594646,0,-0.50070775,-2.8033125,88.0,0.47050234541670644,5.8524275,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-76.10863955292132,8.72178800928064]}"
370,-19.226582,-17.93948,-13.007423,-11.228744,6.7107363,0,1.2871026,1.7786803,10.0,0.17921543803408324,0.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.87929966088561,9.125490897963953]}"
371,-19.238583,-19.47769,-13.15536,-13.537552,5.9401383,0,-0.239108,-0.38219252,71.0,0.8187808690621671,2.8147776,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.48341211517413,8.985623208226544]}"
372,-13.632492,-17.228937,-11.130493,-10.951912,6.277026,0,-3.596445,0.1785819,24.0,0.15553363554999133,1.3193387,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.61815940779206,8.836592702591116]}"
373,-13.381881,-16.245378,-5.9255643,-7.994645,8.250733,0,-2.863498,-2.0690813,119.0,0.32591862380712266,6.612802,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.4276267360303,9.211190176068957]}"
374,-16.446291,-18.569355,-11.855729,-11.31934,7.2500153,0,-2.1230648,0.5363891,22.0,0.42742323397385384,1.3195544,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.5230278192038,8.954900825509657]}"
375,-15.585625,-18.413,-10.582792,-12.147273,6.2657266,0,-2.827375,-1.5644801,36.0,0.08922933154834511,2.8167114,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.58878449800135,9.231402269961645]}"
376,-18.705877,-21.424768,-12.439205,-13.617541,7.8072276,0,-2.7188919,-1.1783354,16.0,0.5600134461695953,2.0936468,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.89519984141452,8.986970681152723]}"
377,-14.145571,-18.572992,-7.9773197,-11.334434,7.2385592,0,-4.427422,-3.3571134,149.0,0.2014483515165213,19.659424,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.55348070733545,8.743078081514273]}"
378,-14.257905,-15.008419,-9.046671,-10.471991,4.536429,0,-0.7505142,-1.4253197,9.0,0.47831781541494556,3.8631506,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.59552186263224,8.999097937488337]}"
379,-15.8874445,-15.902913,-10.507341,-10.924931,4.9779825,0,-0.015468342,-0.4175889,6.0,0.5053545739159109,0.9382582,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.80006825282626,8.722057503865877]}"
380,-14.807161,-15.84829,-10.949714,-10.614358,5.2339325,0,-1.0411285,0.3353562,9.0,0.5488182929701788,2.6370456,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.72487926354546,8.771644507549274]}"
381,-14.082575,-16.746412,-8.873219,-11.471864,5.274549,0,-2.6638377,-2.598646,151.0,0.7437672213740013,7.609224,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.85315868611772,9.270478984820844]}"
382,-12.4361105,-16.605822,-6.9451604,-10.565264,6.0405574,0,-4.16971,-3.6201034,107.0,0.08547394095043293,6.684808,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.46508648337809,9.222778443234098]}"
383,-14.275954,-20.781378,-8.3761835,-14.536045,6.245333,0,-6.505424,-6.1598616,5.0,0.7496262830671719,2.9633124,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.6125000215021,9.00664378587494]}"
384,-15.34348,-16.997042,-7.5783014,-10.9684305,6.028611,0,-1.6535624,-3.3901293,105.0,0.651657103670006,0.92740995,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.57881319834762,8.77514793715734]}"
385,-17.154936,-18.072952,-10.794868,-11.272431,6.80052,0,-0.91801614,-0.47756338,79.0,0.3186703822635938,1.8771665,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.45565417289484,8.948702450049232]}"
386,-17.966131,-32.01823,-11.299877,-32.27626,-0.25803024,0,-14.0521,-20.976383,9.0,0.9993324974032457,2.9619532,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.9116390111139,8.820423027476965]}"
387,-14.332701,-14.94654,-9.863618,-11.146073,3.800467,0,-0.61383975,-1.2824553,13.0,0.3701379975378676,2.636744,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.74455236826768,8.687292702370451]}"
388,-16.883186,-19.333845,-13.569059,-16.52378,2.8100653,0,-2.45066,-2.9547207,60.0,0.5824469117171486,1.3193653,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-76.03587601490763,8.851414904779087]}"
389,-15.972203,-18.691925,-10.223127,-9.608341,9.083583,0,-2.7197206,0.61478585,5.0,0.9890554040728788,2.093495,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.72029785559644,8.954092341753949]}"
390,-14.782168,-18.299534,-9.097118,-10.140949,8.158586,0,-3.5173662,-1.0438317,227.0,0.03190029440304609,14.116832,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-76.13478052768919,8.654414362971677]}"
391,-14.41449,-16.938988,-8.948554,-11.6616955,5.2772923,0,-2.5244977,-2.7131414,115.0,0.10393572653596528,11.445865,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.51763792749908,8.78296328012918]}"
392,-16.381289,-16.034302,-11.625585,-11.444482,4.58982,0,0.3469863,0.1811031,38.0,0.2694439988494436,3.95252,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.54566536436361,8.852492883120032]}"
393,-16.777607,-17.677073,-11.379002,-14.306832,3.3702393,0,-0.8994652,-2.927831,16.0,0.9477980253900213,3.9521065,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.8695978558171,8.775956420913047]}"
394,-15.0475025,-19.81037,-8.724137,-13.503412,6.3069572,0,-4.762868,-4.7792754,129.0,0.7841601492297536,24.057264,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.72999966066494,9.33003728815797]}"
395,-15.668826,-17.097853,-12.709964,-14.176613,2.9212406,0,-1.4290277,-1.4666493,24.0,0.24393458233070042,1.3187842,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-76.04800327124325,8.52478746747323]}"
396,-15.900618,-17.451609,-10.89568,-12.694372,4.757238,0,-1.5509917,-1.7986909,36.0,0.06353830711441644,2.0942247,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.9402054371489,9.110668695775981]}"
397,-18.00691,-16.838352,-12.002992,-11.677101,5.16125,0,1.1685585,0.32588974,20.0,0.6539613365649573,2.092572,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.71113503969843,8.752240897412292]}"
398,-14.378964,-19.143116,-9.452545,-11.409362,7.7337537,0,-4.764151,-1.9568167,27.0,0.8874604956383342,2.6368053,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.71733341515885,8.704540355825547]}"
399,-16.499779,-19.222479,-10.843734,-12.130162,7.092316,0,-2.7226987,-1.2864285,34.0,0.8263841697902836,1.3196316,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.50901410077154,8.99694198080645]}"
400,-15.708792,-21.976542,-9.179776,-14.675403,7.301138,0,-6.26775,-5.495627,10.0,0.4714811066951784,0.92740995,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.89007944429504,8.850336926438144]}"
401,-14.824744,-15.132738,-6.7672906,-5.4968224,9.635916,0,-0.3079937,1.2704681,39.0,0.4923945833801141,2.9344094,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.76557294591608,9.374234400136649]}"
402,-15.265454,-16.89709,-9.568056,-12.100599,4.7964916,0,-1.6316367,-2.532543,100.0,0.04469941998302429,6.5388303,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.64726482299753,8.66330768428446]}"
403,-17.826517,-19.189919,-13.197341,-12.580753,6.6091638,0,-1.3634015,0.61658734,75.0,0.4808605820109414,2.638131,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-76.00165020258268,9.068897035064424]}"
404,-17.885506,-18.640139,-10.580751,-12.526039,6.1141,0,-0.7546322,-1.9452871,151.0,0.4714006477596978,7.24449,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.42654875768936,9.266706060627543]}"
405,-16.475157,-16.506243,-11.639179,-10.69532,5.810923,0,-0.031087684,0.9438588,54.0,0.6624895240254535,5.547545,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.95529713392212,9.072939453842961]}"
406,-15.946784,-21.515654,-10.751596,-13.488354,8.027301,0,-5.5688705,-2.7367575,15.0,0.5330402756351118,0.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.98359406537188,8.770836023793567]}"
407,-13.319963,-20.208715,-7.057982,-13.141352,7.0673633,0,-6.888752,-6.0833697,5.0,0.016000949576105428,2.0947247,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.92457475120523,9.216041078603201]}"
408,-15.002891,-18.011343,-10.386803,-10.293401,7.717942,0,-3.0084527,0.09340197,90.0,0.6360996507499662,5.625319,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.68930597829433,8.632315806982337]}"
409,-15.056139,-15.439629,-8.43538,-6.706458,8.7331705,0,-0.38349006,1.7289221,51.0,0.8424977988297675,1.3195896,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.5041631982373,8.974304435646639]}"
410,-14.437106,-18.711044,-8.343463,-13.469951,5.2410936,0,-4.2739387,-5.1264877,23.0,0.4046856695109693,4.1787763,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.77123233220603,8.662768695113988]}"
411,-15.394758,-16.109808,-10.994176,-16.023134,0.08667431,0,-0.7150509,-5.0289583,7.0,0.6040206404602521,2.0939016,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.81866337920754,9.041678081955602]}"
412,-15.239774,-17.88376,-10.690333,-12.24812,5.635641,0,-2.6439877,-1.5577868,64.0,0.6701323955728823,2.7802885,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.68903648370909,8.592161113782193]}"
413,-17.37883,-16.998913,-10.197156,-11.64123,5.357683,0,0.37991592,-1.444074,7.0,0.9900123395743493,0.92740995,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.85558413738485,9.31171165636193]}"
414,-13.793955,-14.510148,-8.10626,-9.231728,5.2784214,0,-0.7161933,-1.1254672,28.0,0.788434041530887,2.091692,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-76.07764767561919,8.554970861019646]}"
415,-15.744855,-17.236515,-9.149006,-9.243372,7.9931436,0,-1.4916605,-0.09436622,55.0,0.767806601983965,2.6383505,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.92646121330188,9.12764685464584]}"
